Year_Birth,Education,Income,Kidhome,Teenhome,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Age,Total_Children,Total_Spending,Total_Transactions,Conversion_Rate,Marital_Cerai,Marital_Duda,Marital_Janda,Marital_Lajang,Marital_Menikah
1946,5,44124000.0,0,1,62,284000,0,55000,0,6000,52000,4,6,2,5,8,0,0,0,0,0,0,0,77,1,397000,17,0.0,False,False,False,False,False
1975,4,81169000.0,0,0,47,1288000,20000,613000,80000,61000,27000,1,5,7,9,2,0,0,0,0,0,0,0,48,0,2089000,22,0.0,False,False,False,True,False
1961,3,36443000.0,1,1,9,65000,0,46000,4000,3000,20000,4,3,1,3,8,0,0,0,0,0,0,0,62,2,138000,11,0.0,False,False,False,False,True
1990,3,26095000.0,1,0,77,11000,7000,9000,3000,1000,11000,1,1,0,3,7,0,0,0,0,0,0,0,33,1,42000,5,0.0,False,False,False,True,False
1959,3,71367000.0,0,0,24,227000,23000,389000,42000,21000,75000,1,4,5,7,2,0,0,0,0,0,0,0,64,0,777000,17,0.0,False,False,False,False,False
1944,4,80184000.0,0,0,19,1035000,134000,670000,25000,38000,0,1,6,3,10,3,0,0,1,1,0,0,0,79,0,1902000,20,0.0,False,False,False,False,True
1965,3,30630000.0,1,1,67,27000,1000,12000,2000,0,10000,2,2,0,3,7,0,0,0,0,0,0,0,58,2,52000,7,0.0,True,False,False,False,False
1987,4,73454000.0,0,0,95,982000,73000,351000,56000,14000,175000,1,2,4,6,5,1,0,0,0,0,0,0,36,0,1651000,13,0.0,False,False,False,True,False
1991,3,42691000.0,0,0,48,179000,2000,64000,38000,17000,58000,1,5,1,6,5,0,0,0,0,0,0,0,32,0,358000,13,0.0,False,False,False,False,True
1953,3,70503000.0,0,0,73,1379000,33000,216000,0,33000,66000,1,2,4,9,6,0,1,1,0,0,0,0,70,0,1727000,16,0.0,False,False,False,False,True
1987,3,25545000.0,1,0,35,32000,1000,64000,16000,12000,85000,3,2,2,3,6,0,0,0,0,0,0,1,36,1,210000,10,0.1666666666666666,False,False,False,False,True
1986,3,32880000.0,1,0,76,8000,4000,15000,7000,6000,2000,1,1,0,3,8,0,0,0,0,0,0,0,37,1,42000,5,0.0,False,False,False,False,True
1958,5,77863000.0,0,0,20,881000,38000,319000,16000,25000,12000,1,4,5,10,2,0,0,0,0,0,0,0,65,0,1291000,20,0.0,False,False,False,False,False
1977,4,50353000.0,0,0,72,141000,15000,153000,67000,31000,35000,1,4,4,6,3,0,0,0,0,0,0,0,46,0,442000,15,0.0,False,False,False,False,True
1964,3,61839000.0,0,0,20,1000000,155000,379000,224000,17000,120000,1,4,8,4,8,0,0,0,0,0,0,0,59,0,1895000,17,0.0,False,False,False,True,False
1960,5,49154000.0,1,1,69,206000,10000,67000,30000,27000,71000,6,4,1,8,6,0,0,0,0,0,0,0,63,2,411000,19,0.0,False,False,False,False,True
1975,2,47682000.0,0,1,80,162000,61000,83000,97000,57000,61000,4,4,3,8,5,0,0,0,0,0,0,0,48,1,521000,19,0.0,False,False,True,False,False
1969,3,72679000.0,0,1,65,619000,54000,260000,127000,54000,54000,1,4,7,5,1,0,0,0,0,0,0,0,54,1,1168000,17,0.0,False,False,False,True,False
1977,4,57954000.0,1,1,52,456000,4000,24000,0,0,9000,7,8,2,6,7,0,1,0,0,0,0,0,46,2,493000,23,0.0,False,False,False,False,False
1962,3,65316000.0,1,1,65,112000,6000,92000,3000,9000,38000,2,3,2,5,4,0,0,0,0,0,0,0,61,2,260000,12,0.0,False,False,False,False,True
1982,3,28567000.0,1,0,57,11000,3000,22000,2000,2000,6000,2,2,0,3,6,0,0,0,0,0,0,0,41,1,46000,7,0.0,False,False,False,True,False
1951,4,47352000.0,0,1,70,172000,12000,112000,8000,0,15000,4,6,1,5,7,0,0,0,0,0,0,0,72,1,319000,16,0.0,False,False,False,False,False
1967,3,44931000.0,0,1,0,78000,0,11000,0,0,7000,1,2,1,3,5,0,0,0,0,0,0,0,56,1,96000,7,0.0,False,False,False,False,False
1967,3,76982000.0,0,0,19,464000,151000,292000,65000,60000,30000,1,8,3,4,4,0,0,1,0,0,0,1,56,0,1062000,16,0.25,True,False,False,False,False
1952,2,57247000.0,0,1,50,99000,4000,32000,37000,54000,6000,2,2,1,7,2,0,0,0,0,0,0,0,71,1,232000,12,0.0,False,False,False,False,False
1981,4,22944000.0,1,0,67,19000,3000,19000,4000,5000,26000,3,3,0,3,7,0,0,0,0,0,0,0,42,1,76000,9,0.0,False,False,False,True,False
1977,2,25315000.0,1,0,46,1000,9000,8000,11000,3000,22000,3,3,0,3,8,0,0,0,0,0,0,0,46,1,54000,9,0.0,False,False,False,False,False
1969,3,43638000.0,0,1,37,63000,10000,83000,7000,19000,19000,2,4,1,4,7,0,0,0,0,0,0,0,54,1,201000,11,0.0,False,False,True,False,False
1984,5,42710000.0,1,0,38,252000,3000,42000,4000,3000,102000,2,4,5,3,6,0,0,0,0,0,0,0,39,1,406000,14,0.0,False,False,False,True,False
1982,5,84169000.0,0,0,9,1478000,19000,403000,0,19000,0,1,7,6,6,3,0,1,1,0,0,0,1,41,0,1919000,20,0.3333333333333333,False,False,False,False,True
1976,3,54058000.0,0,1,56,198000,18000,252000,32000,108000,54000,2,4,6,8,3,0,0,0,0,0,0,0,47,1,662000,20,0.0,False,False,False,False,False
1990,2,24683000.0,1,0,98,8000,4000,10000,6000,7000,6000,2,2,0,4,5,0,0,0,0,0,0,0,33,1,41000,8,0.0,False,False,False,False,True
1964,3,85620000.0,0,0,68,416000,46000,925000,60000,107000,46000,1,3,6,4,1,0,0,0,0,0,0,1,59,0,1600000,14,1.0,False,False,True,False,False
1980,3,47850000.0,1,0,72,42000,7000,43000,20000,12000,10000,1,3,0,4,6,0,0,0,0,0,0,0,43,1,134000,8,0.0,False,False,False,False,True
1968,3,19514000.0,1,1,47,14000,3000,21000,2000,1000,28000,4,3,1,2,8,1,0,0,0,0,0,1,55,2,69000,10,0.125,False,False,False,False,True
1973,4,27159000.0,1,1,33,17000,0,3000,0,0,1000,2,1,0,3,6,0,0,0,0,0,0,0,50,2,21000,6,0.0,False,False,False,False,True
1963,2,39548000.0,1,1,87,15000,4000,10000,3000,4000,18000,2,1,1,3,3,0,0,0,0,0,0,0,60,2,54000,7,0.0,False,False,False,True,False
1989,3,21474000.0,1,0,0,6000,16000,24000,11000,0,34000,2,3,1,2,7,1,0,0,0,0,0,1,34,1,91000,8,0.1428571428571428,False,False,False,True,False
1971,5,60504000.0,0,1,73,458000,0,24000,6000,4000,34000,2,6,2,8,6,0,0,0,0,0,0,0,52,1,526000,18,0.0,False,False,False,True,False
1963,3,22419000.0,0,0,74,30000,3000,47000,19000,21000,42000,1,3,2,2,8,0,0,0,0,0,0,0,60,0,162000,8,0.0,False,False,False,False,True
1949,4,81698000.0,0,0,4,179000,28000,520000,111000,123000,47000,1,3,8,13,1,0,0,0,0,0,0,1,74,0,1008000,25,1.0,False,False,False,False,True
1952,3,43462000.0,1,1,50,90000,17000,97000,15000,6000,15000,6,4,1,5,8,0,0,0,0,0,0,0,71,2,240000,16,0.0,False,False,False,False,False
1978,5,54880000.0,1,0,57,308000,85000,137000,102000,45000,118000,2,6,2,11,5,0,0,0,0,0,0,0,45,1,795000,21,0.0,False,False,False,True,False
1982,3,79908000.0,0,0,30,557000,129000,761000,29000,185000,111000,1,5,6,7,2,0,0,1,0,0,0,0,41,0,1772000,19,0.0,False,False,False,False,True
1970,2,15315000.0,0,0,27,7000,4000,13000,15000,8000,17000,2,2,0,4,5,0,0,0,0,0,0,0,53,0,64000,8,0.0,False,False,False,False,True
1959,3,87771000.0,0,1,61,1492000,38000,287000,50000,57000,33000,1,5,10,4,6,0,1,1,1,1,0,1,64,1,1957000,20,0.1666666666666666,False,False,False,False,False
1978,3,33039000.0,1,0,4,30000,8000,12000,8000,8000,12000,1,2,0,4,5,0,0,0,0,0,0,0,45,1,78000,7,0.0,False,False,False,False,True
1980,3,81741000.0,0,0,75,249000,153000,940000,58000,134000,38000,0,6,6,7,2,0,0,0,0,0,0,0,43,0,1572000,19,0.0,False,False,False,True,False
1971,4,71499000.0,0,1,12,465000,25000,132000,136000,0,37000,2,8,3,13,4,0,0,0,0,0,0,0,52,1,795000,26,0.0,False,False,False,False,False
1970,2,62466000.0,0,1,13,129000,129000,259000,168000,121000,83000,5,6,3,12,4,0,0,0,0,0,0,0,53,1,889000,26,0.0,False,False,False,False,True
1963,5,48799000.0,0,1,9,174000,18000,81000,28000,6000,24000,3,3,2,7,3,0,0,0,0,0,0,0,60,1,331000,15,0.0,True,False,False,False,False
1950,5,52157000.0,0,1,48,189000,2000,29000,3000,2000,40000,2,3,2,5,4,0,0,0,0,0,0,0,73,1,265000,12,0.0,False,False,False,False,False
1962,3,66565000.0,0,1,80,747000,10000,161000,65000,40000,42000,4,4,2,9,8,0,0,0,0,0,0,0,61,1,1065000,19,0.0,False,False,False,True,False
1951,4,29298000.0,1,1,60,6000,0,2000,2000,0,1000,1,1,0,2,5,0,0,0,0,0,0,0,72,2,11000,4,0.0,False,False,False,False,False
1979,3,47691000.0,0,1,43,14000,0,3000,0,0,4000,1,1,0,2,6,0,0,0,0,0,0,0,44,1,21000,4,0.0,False,False,False,True,False
1970,3,38200000.0,1,1,19,12000,0,4000,0,0,1000,1,1,0,2,7,0,0,0,0,0,0,0,53,2,17000,4,0.0,False,False,False,False,False
1974,3,44989000.0,0,1,26,98000,0,106000,49000,10000,106000,5,5,1,5,6,0,0,0,0,0,0,0,49,1,369000,16,0.0,False,False,False,False,True
1968,5,38443000.0,1,1,58,32000,0,5000,0,0,1000,2,1,0,3,7,0,0,0,0,0,0,0,55,2,38000,6,0.0,False,False,False,False,True
1978,2,38593000.0,1,0,42,51000,12000,49000,17000,24000,24000,3,4,1,3,8,0,0,0,0,0,0,0,45,1,177000,11,0.0,False,False,False,True,False
1970,5,64413000.0,0,1,27,200000,5000,44000,0,10000,20000,1,5,1,5,5,0,0,0,0,0,0,0,53,1,279000,12,0.0,False,False,False,False,False
1981,4,36959000.0,1,0,56,25000,6000,25000,6000,0,0,2,2,0,3,8,0,0,0,0,0,0,0,42,1,62000,7,0.0,False,False,False,False,True
1977,5,61996000.0,0,1,27,1050000,12000,144000,0,0,24000,3,6,4,8,5,0,1,0,1,1,0,1,46,1,1230000,21,0.2,False,False,False,False,True
1968,3,51287000.0,1,1,10,117000,0,22000,13000,0,30000,3,4,1,3,7,0,0,0,0,0,0,0,55,2,182000,11,0.0,False,False,False,False,True
1970,3,13260000.0,1,1,48,9000,4000,17000,10000,2000,7000,4,3,0,3,8,0,0,0,0,0,0,0,53,2,49000,10,0.0,False,False,False,False,True
1966,5,47472000.0,1,1,39,56000,0,11000,0,0,8000,2,2,0,4,5,0,0,0,0,0,0,0,57,2,75000,8,0.0,False,False,False,False,False
1956,4,54603000.0,1,1,85,145000,13000,46000,17000,2000,4000,6,4,2,4,7,0,0,0,0,0,0,0,67,2,227000,16,0.0,False,False,False,False,False
1974,5,45207000.0,1,1,64,203000,0,10000,0,0,2000,5,3,1,6,6,0,1,0,0,0,0,0,49,2,215000,15,0.0,False,False,False,False,True
1951,3,40689000.0,0,1,69,270000,3000,27000,39000,6000,99000,7,7,1,5,8,0,0,0,0,0,0,0,72,1,444000,20,0.0,False,False,False,False,False
1967,2,47821000.0,1,1,54,9000,0,16000,6000,6000,10000,1,1,0,3,8,0,0,0,0,0,0,0,56,2,47000,5,0.0,False,False,False,False,False
1951,4,27450000.0,0,0,57,37000,12000,23000,8000,11000,52000,1,2,1,3,7,0,0,0,0,0,0,0,72,0,143000,7,0.0,False,False,False,False,True
1983,3,39453000.0,1,0,64,46000,0,7000,0,0,2000,2,2,0,3,6,0,0,0,0,0,0,0,40,1,55000,7,0.0,False,False,False,False,False
1971,2,26850000.0,1,1,10,31000,1000,13000,7000,2000,9000,4,2,1,4,4,0,0,0,0,0,0,0,52,2,63000,11,0.0,False,False,False,False,False
1955,3,79800000.0,0,0,65,1060000,21000,530000,32000,0,224000,1,5,11,5,3,1,0,1,1,0,0,1,68,0,1867000,22,0.3333333333333333,False,False,True,False,False
1961,4,61794000.0,0,1,74,264000,47000,188000,54000,47000,11000,2,4,4,10,2,0,0,0,0,0,0,0,62,1,611000,20,0.0,False,False,False,False,True
1955,3,53863000.0,0,1,4,399000,4000,30000,6000,4000,30000,3,7,1,7,7,0,1,0,0,0,0,0,68,1,473000,18,0.0,False,False,False,False,False
1959,3,24221000.0,0,0,94,8000,9000,9000,2000,5000,22000,1,1,1,3,4,0,0,0,0,0,0,0,64,0,55000,6,0.0,False,False,False,False,False
1984,5,39684000.0,1,0,41,19000,0,35000,6000,4000,17000,2,2,1,2,7,0,0,0,0,0,1,1,39,1,81000,7,0.1428571428571428,False,False,False,True,False
1975,4,92163000.0,0,0,25,817000,183000,797000,106000,163000,20000,0,5,11,5,2,0,0,1,1,0,0,1,48,0,2086000,21,0.5,False,False,False,False,True
1965,4,69882000.0,0,0,94,292000,127000,635000,132000,127000,165000,1,3,7,9,1,0,0,0,0,0,0,0,58,0,1478000,20,0.0,False,False,False,True,False
1977,3,33178000.0,1,0,9,12000,6000,2000,11000,2000,16000,1,1,0,3,4,0,0,0,0,0,0,0,46,1,49000,5,0.0,False,False,False,False,False
1972,5,59973000.0,0,0,47,130000,30000,168000,20000,34000,0,1,3,4,7,1,0,0,0,0,0,0,0,51,0,382000,15,0.0,False,False,False,False,True
1975,4,17459000.0,1,0,12,6000,4000,16000,3000,10000,30000,3,3,1,2,7,0,0,0,0,0,0,1,48,1,69000,9,0.1428571428571428,False,False,False,False,False
1969,3,23910000.0,1,0,80,16000,12000,18000,7000,1000,13000,1,2,0,3,7,0,0,0,0,0,0,0,54,1,67000,6,0.0,True,False,False,False,False
1969,4,42169000.0,1,1,20,19000,0,9000,0,0,2000,2,1,0,3,8,0,0,0,0,0,0,0,54,2,30000,6,0.0,False,False,False,False,True
1978,2,26224000.0,1,0,39,4000,7000,15000,13000,9000,15000,3,2,1,3,6,0,0,0,0,0,0,0,45,1,63000,9,0.0,False,False,False,False,True
1981,3,31089000.0,1,0,57,31000,3000,31000,2000,8000,4000,3,3,0,4,8,0,0,0,0,0,0,0,42,1,79000,10,0.0,False,False,False,False,False
1961,3,30081000.0,0,1,27,36000,0,2000,0,0,4000,1,1,0,3,7,0,0,0,0,0,0,0,62,1,42000,5,0.0,False,False,False,True,False
1960,3,62807000.0,0,1,83,526000,28000,135000,10000,21000,99000,3,5,3,12,5,0,0,0,0,0,0,0,63,1,819000,23,0.0,False,False,False,False,False
1955,3,72906000.0,0,0,79,400000,32000,519000,71000,75000,54000,1,3,4,9,1,0,0,0,0,0,0,0,68,0,1151000,17,0.0,False,False,False,True,False
1948,5,61467000.0,0,2,69,410000,16000,114000,0,5000,49000,3,5,2,10,5,0,0,0,0,0,0,0,75,2,594000,20,0.0,False,False,False,False,True
1966,4,49618000.0,1,1,77,80000,3000,26000,4000,2000,14000,4,3,1,3,7,0,0,0,0,0,0,0,57,2,129000,11,0.0,False,False,False,False,False
1986,4,21888000.0,1,0,15,88000,10000,46000,2000,3000,64000,4,5,1,2,10,0,0,0,0,0,0,1,37,1,213000,12,0.1,False,False,False,True,False
1973,3,42429000.0,0,1,99,55000,0,6000,2000,0,4000,2,1,1,3,5,0,0,0,0,0,0,0,50,1,67000,7,0.0,False,False,True,False,False
1956,3,26150000.0,2,1,61,5000,1000,13000,3000,5000,1000,1,1,0,3,7,0,0,0,0,0,0,0,67,3,28000,5,0.0,True,False,False,False,False
1975,1,30801000.0,0,1,23,8000,4000,5000,15000,2000,11000,2,1,0,3,7,0,0,0,0,0,0,0,48,1,45000,6,0.0,False,False,False,False,True
1965,3,81168000.0,0,0,84,410000,0,592000,147000,22000,22000,1,6,4,7,3,0,0,0,1,0,0,0,58,0,1193000,18,0.0,False,False,False,False,True
1969,4,26877000.0,0,0,74,101000,13000,76000,20000,18000,40000,2,3,1,6,6,0,0,0,0,0,0,0,54,0,268000,12,0.0,False,False,False,True,False
1944,4,45006000.0,0,0,90,162000,25000,53000,16000,0,10000,1,3,1,7,3,0,0,0,0,0,0,0,79,0,266000,12,0.0,False,False,True,False,False
1973,1,18978000.0,1,0,41,2000,8000,1000,4000,7000,15000,1,1,0,3,8,0,0,0,0,0,0,0,50,1,37000,5,0.0,False,False,False,False,True
1967,3,22574000.0,2,1,28,25000,0,8000,2000,0,2000,2,2,0,3,7,0,0,0,0,0,0,0,56,3,37000,7,0.0,False,False,False,False,True
1969,5,48240000.0,0,0,73,389000,91000,248000,64000,49000,41000,3,6,3,13,5,0,0,0,0,0,0,1,54,0,882000,25,0.2,False,False,False,True,False
1974,3,45837000.0,1,1,88,215000,13000,87000,17000,17000,24000,5,6,2,5,7,0,0,0,0,0,0,0,49,2,373000,18,0.0,False,False,False,False,True
1965,4,35791000.0,2,1,94,27000,0,5000,0,0,3000,2,1,0,3,8,0,0,0,0,0,0,0,58,3,35000,6,0.0,False,False,False,True,False
1976,5,162397000.0,1,1,31,85000,1000,16000,2000,1000,2000,0,0,0,1,1,0,0,0,0,0,0,0,47,2,107000,1,0.0,False,False,False,False,False
1978,3,54162000.0,1,1,31,5000,6000,10000,6000,5000,10000,1,1,0,3,4,0,0,0,0,0,0,0,45,2,42000,5,0.0,False,False,True,False,False
1960,4,30522000.0,0,1,6,179000,8000,83000,19000,11000,26000,5,1,2,9,2,0,0,0,0,0,0,0,63,1,326000,17,0.0,False,False,False,False,True
1961,5,54456000.0,0,1,23,352000,0,27000,10000,0,15000,3,6,1,7,6,0,0,0,0,0,0,0,62,1,404000,17,0.0,False,False,False,False,True
1971,3,31632000.0,0,0,92,17000,8000,12000,11000,15000,32000,1,2,1,2,7,0,0,0,0,0,0,0,52,0,95000,6,0.0,False,False,False,True,False
1949,3,72298000.0,0,0,52,625000,35000,169000,58000,17000,35000,1,4,3,6,1,0,1,1,0,0,0,0,74,0,939000,14,0.0,False,False,True,False,False
1978,2,36975000.0,1,0,50,10000,6000,11000,0,4000,2000,1,1,0,3,7,0,0,0,0,0,0,0,45,1,33000,5,0.0,False,False,False,True,False
1955,2,72635000.0,0,0,54,390000,22000,323000,104000,35000,107000,1,6,8,6,3,0,0,0,1,0,0,0,68,0,981000,21,0.0,False,False,False,False,True
1976,3,13624000.0,1,0,93,10000,2000,15000,2000,1000,6000,2,2,0,3,6,0,0,0,0,0,0,0,47,1,36000,7,0.0,False,False,False,False,True
1975,3,84196000.0,0,1,56,215000,63000,507000,231000,31000,190000,1,8,4,7,3,0,0,0,0,0,0,0,48,1,1237000,20,0.0,False,False,False,True,False
1960,3,70971000.0,0,1,28,1001000,17000,572000,93000,125000,17000,7,11,11,5,7,0,0,0,0,0,0,1,63,1,1825000,34,0.1428571428571428,False,False,False,False,False
1977,5,34487000.0,1,1,94,19000,18000,33000,24000,1000,8000,3,3,0,3,9,0,0,0,0,0,0,0,46,2,103000,9,0.0,True,False,False,False,False
1977,3,28769000.0,1,0,76,41000,5000,129000,10000,3000,3000,3,4,1,4,9,0,0,0,0,0,0,0,46,1,191000,12,0.0,False,False,False,True,False
1970,5,69084000.0,1,0,43,1181000,107000,199000,39000,30000,30000,2,7,3,13,8,0,0,0,0,0,0,0,53,1,1586000,25,0.0,False,False,False,False,True
1958,5,65488000.0,0,0,46,603000,45000,207000,36000,18000,54000,1,3,4,6,1,0,0,0,0,0,0,0,65,0,963000,14,0.0,False,False,False,False,False
1970,2,62466000.0,0,1,13,129000,129000,259000,168000,121000,83000,5,6,3,12,4,0,0,0,0,0,0,0,53,1,889000,26,0.0,False,False,False,False,True
1960,2,32218000.0,0,0,27,10000,24000,15000,13000,1000,30000,1,2,1,3,7,1,0,0,0,0,0,1,63,0,93000,7,0.1428571428571428,False,False,False,True,False
1973,3,83917000.0,0,0,12,514000,22000,732000,42000,198000,79000,1,6,7,7,3,0,0,0,0,0,0,1,50,0,1587000,21,0.3333333333333333,False,False,False,True,False
1962,3,46102000.0,2,1,3,14000,0,1000,0,0,1000,1,1,0,2,7,0,0,0,0,0,0,0,61,3,16000,4,0.0,True,False,False,False,False
1952,3,84574000.0,0,0,72,387000,20000,713000,38000,54000,163000,1,9,11,11,5,0,0,0,0,0,0,0,71,0,1375000,32,0.0,False,False,False,True,False
1962,3,56181000.0,0,1,6,121000,103000,69000,8000,44000,48000,1,4,2,7,4,0,0,0,0,0,0,0,61,1,393000,14,0.0,False,False,False,False,True
1950,4,63120000.0,0,1,53,965000,69000,279000,54000,41000,69000,5,8,4,9,7,0,0,0,0,0,0,1,73,1,1477000,26,0.1428571428571428,True,False,False,False,False
1971,3,73691000.0,0,1,58,707000,21000,250000,85000,43000,73000,2,6,2,8,2,1,0,0,0,0,0,0,52,1,1179000,18,0.0,False,False,False,False,True
1960,3,63381000.0,0,1,78,571000,50000,142000,33000,50000,159000,4,4,5,13,2,0,0,0,0,0,0,0,63,1,1005000,26,0.0,False,False,False,False,False
1948,5,76140000.0,0,0,57,586000,66000,653000,17000,0,26000,1,5,9,6,2,0,0,0,0,0,0,0,75,0,1348000,21,0.0,False,False,False,False,False
1959,5,62859000.0,0,1,37,1063000,89000,102000,16000,12000,25000,4,9,4,6,6,0,0,0,0,0,0,0,64,1,1307000,23,0.0,True,False,False,False,False
1964,3,45906000.0,0,1,20,305000,3000,27000,4000,3000,144000,2,5,4,4,5,1,0,0,0,0,0,0,59,1,486000,15,0.0,False,False,False,True,False
1947,4,77632000.0,0,0,73,1200000,105000,758000,0,42000,147000,1,4,2,6,2,0,1,1,0,0,0,1,76,0,2252000,13,0.5,False,False,False,False,False
1971,5,46463000.0,1,1,56,163000,2000,40000,8000,11000,11000,7,3,1,6,6,0,0,0,0,0,0,0,52,2,235000,17,0.0,False,False,False,False,True
1970,3,105471000.0,0,0,36,1009000,181000,104000,202000,21000,207000,0,9,8,13,3,0,0,1,1,0,0,1,53,0,1724000,30,0.3333333333333333,False,False,False,False,False
1970,4,55282000.0,1,0,9,125000,6000,73000,8000,4000,19000,1,3,1,6,4,0,0,0,0,0,0,0,53,1,235000,11,0.0,True,False,False,False,False
1977,4,78710000.0,0,1,42,721000,0,152000,119000,50000,50000,3,7,6,12,4,0,0,0,0,0,0,0,46,1,1092000,28,0.0,False,False,False,False,True
1958,3,66886000.0,0,1,28,315000,4000,62000,41000,31000,146000,2,7,1,7,5,0,0,0,0,0,0,0,65,1,599000,17,0.0,False,False,False,False,False
1960,4,98777000.0,0,0,23,1000000,19000,711000,125000,115000,38000,0,4,6,9,1,0,1,0,0,0,0,0,63,0,2008000,19,0.0,False,False,False,True,False
1985,3,29103000.0,1,0,38,16000,0,17000,6000,3000,6000,2,1,0,3,9,0,0,0,0,0,0,0,38,1,48000,6,0.0,False,False,False,False,False
1974,3,67445000.0,0,1,63,757000,80000,217000,29000,80000,11000,5,9,6,12,6,0,0,0,0,0,0,0,49,1,1174000,32,0.0,False,False,False,False,True
1950,5,50616000.0,0,1,71,30000,2000,25000,0,1000,9000,1,1,1,4,2,0,0,0,0,0,0,0,73,1,67000,7,0.0,False,False,False,False,False
1955,3,49431000.0,0,1,9,219000,3000,100000,26000,0,17000,2,7,1,5,8,0,0,0,0,0,0,0,68,1,365000,15,0.0,True,False,False,False,False
1953,3,61278000.0,0,1,87,111000,3000,28000,2000,6000,15000,2,3,1,4,6,0,0,0,0,0,0,0,70,1,165000,10,0.0,False,False,False,False,False
1958,2,26490000.0,0,0,92,45000,47000,52000,21000,20000,25000,2,3,1,5,6,0,0,0,0,0,0,0,65,0,210000,11,0.0,False,False,False,False,False
1947,5,73059000.0,0,1,36,410000,112000,420000,0,82000,71000,1,9,3,13,4,0,0,0,0,0,0,0,76,1,1095000,26,0.0,False,False,False,False,False
1966,5,46734000.0,1,2,86,100000,1000,39000,6000,1000,76000,4,3,2,3,6,1,0,0,0,0,0,0,57,3,223000,12,0.0,False,False,False,True,False
1963,3,56253000.0,0,1,83,509000,0,65000,7000,11000,5000,4,7,2,9,6,0,0,0,0,0,0,0,60,1,597000,22,0.0,False,False,False,False,False
1985,3,19986000.0,1,0,74,3000,6000,5000,0,2000,6000,1,0,0,3,7,0,0,0,0,0,0,0,38,1,22000,4,0.0,False,False,False,False,True
1975,3,58330000.0,0,1,87,445000,53000,213000,104000,98000,151000,1,6,4,13,4,0,0,0,0,0,0,0,48,1,1064000,24,0.0,False,False,True,False,False
1980,1,25965000.0,0,0,29,2000,2000,11000,41000,7000,11000,1,2,0,3,8,0,0,0,0,0,0,0,43,0,74000,6,0.0,False,False,False,False,True
1956,4,14661000.0,0,0,88,4000,1000,11000,6000,2000,2000,1,1,0,3,6,0,0,0,0,0,0,0,67,0,26000,5,0.0,False,False,False,False,False
1959,3,18690000.0,0,0,77,6000,1000,7000,23000,4000,19000,1,1,1,2,8,0,0,0,0,0,0,0,64,0,60000,5,0.0,False,False,False,False,True
1974,5,45068000.0,0,1,25,14000,0,3000,0,0,3000,1,1,0,2,7,0,0,0,0,0,0,0,49,1,20000,4,0.0,False,False,False,False,False
1987,1,21063000.0,1,0,34,1000,10000,11000,19000,3000,15000,2,2,0,3,6,0,0,0,0,0,0,0,36,1,59000,7,0.0,False,False,False,True,False
1968,5,29187000.0,1,0,43,26000,0,6000,0,0,2000,1,1,0,3,8,0,0,0,0,0,0,0,55,1,34000,5,0.0,False,False,False,False,True
1971,2,54690000.0,1,1,76,111000,16000,37000,7000,9000,18000,3,3,1,5,3,0,0,0,0,0,0,0,52,2,198000,12,0.0,False,False,False,False,True
1964,5,59304000.0,0,1,81,418000,61000,428000,80000,51000,10000,3,7,8,10,5,0,0,0,0,0,0,0,59,1,1048000,28,0.0,False,False,False,False,True
1962,4,59247000.0,0,2,87,327000,9000,122000,19000,14000,83000,5,5,2,9,6,0,0,0,0,0,0,0,61,2,574000,21,0.0,False,False,False,True,False
1970,3,66731000.0,0,1,33,371000,159000,194000,58000,106000,141000,4,4,3,6,3,0,0,0,0,0,0,0,53,1,1029000,17,0.0,False,False,True,False,False
1980,3,77353000.0,0,1,38,275000,59000,107000,69000,101000,59000,2,6,4,8,4,0,0,0,0,0,0,0,43,1,670000,20,0.0,False,False,False,False,True
1975,5,52614000.0,0,1,63,789000,0,142000,12000,9000,38000,2,2,4,8,8,0,0,0,0,0,0,0,48,1,990000,16,0.0,False,False,False,True,False
1974,3,26751000.0,2,0,26,1000,1000,5000,0,3000,1000,1,1,0,2,8,0,0,0,0,0,0,0,49,2,11000,4,0.0,False,False,False,False,True
1963,5,81300000.0,0,1,17,1004000,12000,145000,32000,12000,36000,3,10,3,5,5,0,0,0,1,0,0,1,60,1,1241000,21,0.2,False,False,False,False,True
1979,3,70337000.0,0,0,75,187000,81000,149000,25000,43000,91000,1,2,2,12,1,0,0,0,0,0,0,0,44,0,576000,17,0.0,False,False,False,True,False
1985,2,36145000.0,1,0,13,56000,4000,76000,17000,1000,18000,4,4,1,3,9,1,0,0,0,0,0,1,38,1,172000,12,0.1111111111111111,False,False,False,False,True
1980,5,65295000.0,0,0,19,365000,32000,117000,34000,110000,6000,1,3,3,13,2,0,0,0,0,0,0,0,43,0,664000,20,0.0,False,False,False,True,False
1963,3,68118000.0,0,1,51,595000,23000,123000,10000,23000,154000,2,8,9,4,6,0,0,0,0,0,0,0,60,1,928000,23,0.0,True,False,False,False,False
1967,3,68743000.0,0,0,81,1132000,134000,384000,175000,134000,115000,1,11,5,13,7,0,0,0,0,0,0,0,56,0,2074000,30,0.0,True,False,False,False,False
